Placa;Data Posicao;Velocidade;Ignicao;Bloqueio;Bateria;Rua;Cidade;Estado;Latitude/Longitute;Memoria;Odometro;RPM;Temperatura;Temperatura;Satelite;Alerta Interno;Sinal GPS
ITG7322;26/01/2018 01:25:33;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1140,-52.1107;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:21:33;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1140,-52.1107;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:13:33;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1140,-52.1107;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:09:33;0;Desligada;Nao;26;Rod BR-604;Rio Grande;RS;-32.1140,-52.1107;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:09:02;0;Desligada;Nao;27;Rod BR-604;Rio Grande;RS;-32.1140,-52.1107;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:08:57;0;Desligada;Nao;27;Rod BR-604;Rio Grande;RS;-32.1140,-52.1107;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:06:59;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:06:22;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:04:22;0;Ligada;Nao;21;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:04:18;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:03:57;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 01:01:53;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:57:53;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:53:53;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:49:53;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:45:53;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:41:53;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:37:53;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:33:53;0;Desligada;Nao;27;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:33:26;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:31:27;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:29:27;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:27:27;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1122,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:25:27;0;Ligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:23:57;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:19:57;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:15:57;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:11:57;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:07:57;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:03:58;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:03:46;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:03:40;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:02:05;0;Desligada;Nao;27;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;26/01/2018 00:01:42;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:59:42;0;Ligada;Nao;28;Rod BR-604;Rio Grande;RS;-32.1115,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:57:42;0;Ligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:57:40;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:57:24;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:56:37;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:52:37;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:48:37;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:44:37;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:40:37;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:36:37;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:32:37;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:32:05;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:31:57;0;Ligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:29:40;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:25:40;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:21:41;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:17:41;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:13:41;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:09:41;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:05:41;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:03:59;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:02:14;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 23:01:21;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:59:32;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:55:32;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:51:32;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:47:32;0;Desligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1100,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:46:20;7;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1092,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:44:20;0;Ligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:40:24;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:36:24;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:34:42;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:30:42;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:28:35;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:24:35;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:20:35;0;Desligada;Nao;26;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:19:47;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:17:47;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:15:47;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1083,-52.1106;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:13:47;8;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1083,-52.1101;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:11:48;0;Ligada;Nao;24;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:11:35;0;Ligada;Nao;24;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:10:49;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:07:59;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:04:00;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 22:01:05;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:57:05;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:53:05;0;Desligada;Nao;25;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:49:05;0;Desligada;Nao;26;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:48:23;0;Desligada;Nao;26;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:48:19;0;Desligada;Nao;26;Rod BR-604;Rio Grande;RS;-32.1109,-52.1100;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:47:57;9;Ligada;Nao;27;Rod BR-604;Rio Grande;RS;-32.1108,-52.1102;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:45:57;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1084,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:44:23;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1084,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:42:23;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1084,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:40:23;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1084,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:38:23;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1084,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:36:46;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1088,-52.1095;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:34:46;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1088,-52.1095;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:32:46;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1088,-52.1095;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:31:49;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1088,-52.1095;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:30:18;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:28:18;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:26:18;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:24:18;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:24:11;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:24:08;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:23:14;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:21:14;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1092,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:20:47;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1096,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:20:05;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1096,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:18:05;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1096,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:16:05;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1096,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:15:59;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1096,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:13:59;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1096,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:11:59;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1096,-52.1096;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:09:59;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1094;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:07:59;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1094;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:05:59;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1094;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:04:01;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1084;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:03:54;0;Ligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1098,-52.1084;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 21:00:40;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1098,-52.1084;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:56:40;0;Desligada;Nao;26;Rod BR-392;Rio Grande;RS;-32.1098,-52.1084;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:56:09;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1080;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:55:55;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1080;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:53:55;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1080;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:51:55;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1080;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:49:55;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1098,-52.1080;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:49:31;0;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.1098,-52.1080;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:47:31;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1096,-52.1075;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:45:31;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1096,-52.1075;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:43:32;0;Ligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1084,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:43:31;0;Desligada;Nao;24;Rod BR-392;Rio Grande;RS;-32.1084,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:39:35;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1084,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:35:35;0;Desligada;Nao;26;Rod BR-392;Rio Grande;RS;-32.1084,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:34:28;0;Ligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1079,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:34:17;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1079,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:30:24;0;Desligada;Nao;25;Rod BR-392;Rio Grande;RS;-32.1079,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:26:24;0;Desligada;Nao;26;Rod BR-392;Rio Grande;RS;-32.1079,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:26:05;0;Desligada;Nao;26;Rod BR-392;Rio Grande;RS;-32.1079,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:26:00;0;Desligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1079,-52.1076;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:24:00;6;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1068,-52.1080;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:22:00;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1067,-52.1085;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:20:00;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1066,-52.1090;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:18:00;0;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1066,-52.1090;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:16:00;14;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1073,-52.1109;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:14:00;9;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1114,-52.1130;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:12:00;83;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1214,-52.1298;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:10:00;78;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1219,-52.1539;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:08:00;65;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.1014,-52.1640;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:06:00;60;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0897,-52.1792;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:04:01;12;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0891,-52.1811;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:03:36;9;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0886,-52.1804;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 20:01:36;11;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0886,-52.1790;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:59:36;5;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0893,-52.1795;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:57:36;53;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0904,-52.1763;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:55:36;78;Ligada;Nao;28;Rod BR-392;Rio Grande;RS;-32.0863,-52.2005;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:53:36;74;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0881,-52.2269;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:51:37;64;Ligada;Nao;27;Rod BR-392;Rio Grande;RS;-32.0811,-52.2510;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:49:37;0;Ligada;Nao;25;Retorno;Rio Grande;RS;-32.0761,-52.2606;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:49:35;0;Ligada;Nao;25;Retorno;Rio Grande;RS;-32.0761,-52.2606;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:49:20;0;Desligada;Nao;25;Retorno;Rio Grande;RS;-32.0761,-52.2606;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:48:33;0;Desligada;Nao;25;Retorno;Rio Grande;RS;-32.0761,-52.2606;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:44:33;0;Desligada;Nao;26;Retorno;Rio Grande;RS;-32.0761,-52.2606;Nao;0;;-125;-125;Nao;Nao;Valido
ITG7322;25/01/2018 19:43:47;0;Desligada;Nao;26;Retorno;Rio Grande;RS;-32.0761,-52.2606;Nao;0;;-125;-125;Nao;Nao;Valido
